"Age","Gender","Country","Membership_Years","Login_Frequency","Cart_Abandonment_Rate","Total_Purchases","Days_Since_Last_Purchase","Returns_Rate","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Credit_Balance","Churned"
47,"Female","UK",1.6,0,76,7.8,4,9,0,0,9.3,313,"0"
37,"Female","UK",4.7,8,72,14.3,0,3.8,7,24.2,18,1060,"0"
44,"Male","France",5.6,11,64.6,10,148,5.4,2,27.6,23.6,1112,"1"
18,"Female","Japan",1.4,17,60.6,15.6,26,2.7,5,44.4,12.7,642,"1"
26,"Female","Japan",3.9,9,70.7,5,19,7.1,2,0,18.6,1867,"0"
33,"Male","Germany",3.8,5,57.3,8,34,12.8,3,21.6,11.9,1672,"0"
25,"Female","USA",0.9,5,77.4,12,30,5.4,1,33.8,16.6,236,"1"
38,"Male","Canada",3.8,22,51.2,17,13,14.9,5,44,20.3,3166,"1"
33,"Male","USA",4,12,48.3,18.2,42,9.7,5,51.4,27.7,1896,"0"
32,"Female","USA",0.7,23,45.8,13,54,3.7,6,38.5,35.6,1820,"0"
48,"Female","Canada",2.3,6,63.9,4,21,1.3,1,22.7,18.6,0,"1"
39,"Female","USA",6.5,0,69.1,4,107,4.6,1,18,4.4,1020,"1"
24,"Female","France",1.8,15,49.5,15.6,156,8.2,6,30.9,24.9,3315,"0"
30,"Male","USA",1.2,20,64.4,16,3,11.5,4,53.5,24.3,3039,"1"
47,"Female","UK",3.7,16,47.3,12,24,4.1,2,40.8,23.1,1896,"0"
40,"Female","France",3.2,0,68.1,9,49,7.4,2,27.6,2,1707,"0"
52,"Male","Japan",3.3,19,61.5,9,37,8.7,1,14,14.9,1896,"0"
48,"Female","Canada",6.1,11,75.5,12,6,3.6,1,27.6,29.1,2301,"0"
33,"Female","Australia",2.5,9,69,9.1,1,7.6,1,29.3,12.1,1219,"0"
55,"Male","UK",1.4,9,40,14,3,1.5,2,37.2,29.1,1853,"1"
56,"Male","Japan",1.7,18,69,11,57,6.4,3,49.3,18.6,1946,"0"
18,"Female","India",3.6,18,44.8,10,47,1,2,28.6,27.1,1896,"1"
38,"Female","Germany",4.6,7,51.8,12,14,6.9,0,39.5,12.2,2432,"0"
31,"Female","Canada",5.8,20,59.5,11,29,3.8,5,32.1,21.5,2915,"1"
34,"Male","India",0.9,4,62,9,19,4.3,3,34.1,16,1896,"0"
28,"Female","Germany",1.2,12,55.5,4,55,5.3,0,38.5,14.1,236,"1"
26,"Male","India",2.3,21,47.9,12,9,4,3,41,17.1,1787,"0"
48,"Male","UK",1.1,8,42.5,13,5,0.4,5,28.4,18.6,2171,"1"
23,"Male","UK",2.9,16,70,9,21,1.1,1,0,17,1375,"0"
39,"Male","Japan",2.9,7,66,13,0,5.4,1,40.9,20.1,3793,"0"
21,"Female","Australia",3.5,28,17.1,21,3,12.6,3,82.5,34,1896,"0"
53,"Male","Canada",2,13,64.7,9.1,21,5.7,6,23.7,5.8,1634,"1"
38,"Female","India",1.5,24,20.1,21,12,3.1,2,71.5,27.1,3515,"0"
46,"Female","USA",3.6,17,39.1,15,12,4.5,5,33.6,27.6,1862,"0"
40,"Female","UK",2,11,48,9,20,2.1,0,22.8,8,2724,"0"
34,"Other","USA",0.9,16,78,8,26,2.7,2,27.6,9.2,3834,"1"
38,"Male","India",2.9,11,51.9,15,16,7,1,75.4,33.2,2810,"0"
56,"Male","UK",3.1,0,80,5,21,3.6,1,0,3.1,1616,"1"
27,"Female","UK",1.7,11,65.8,4,97,2.4,1,5.2,21.5,940,"1"
18,"Female","USA",2.9,18,26.4,18,3,10.8,2,40.3,34,2919,"1"
28,"Male","Canada",0.9,2,78.4,8,21,4.4,0,14.7,10.7,409,"1"
23,"Female","UK",3,24,61.1,14,16,10.8,4,40.4,23.2,1270,"0"
49,"Male","USA",2.5,13,54.3,14,58,0.1,3,27.6,30.5,1519,"0"
35,"Female","Australia",1.9,0,52.1,10.4,7,4.7,3,44.8,17.1,939,"0"
47,"Male","Canada",1.4,9,62.8,20.8,17,5.9,5,22,27.9,1566,"1"
38,"Other","India",2.6,5,41,15,21,5.5,2,9.4,18.9,683,"1"
38,"Female","Canada",0.2,14,69.6,7.8,8,0.7,3,20.7,17,2525,"0"
38,"Female","Germany",1.7,7,64.7,7,84,2,2,21.5,16.9,2214,"0"
55,"Male","UK",2.4,23,33.7,24,16,26.7,6,86.1,34.9,2644,"0"
40,"Female","Canada",4.7,30,19.5,24,2,2.9,8,68.8,38.3,2870,"0"
51,"Female","USA",0.5,4,73,4,33,5.4,0,21.6,6.8,2059,"1"
50,"Female","USA",3.1,4,60.9,10,5,2.2,3,19.9,9.6,0,"0"
36,"Female","USA",1.9,22,45.4,15,21,4.1,3,33.6,25.4,2865,"0"
37,"Female","USA",1.6,0,63.6,9,24,0.8,1,0,13.9,194,"0"
33,"Male","USA",5.5,1,55.7,21,52,5.4,2,13.6,18.7,2145,"0"
53,"Female","USA",2.7,7,73.3,8,9,7.7,2,9.1,20.4,1249,"0"
26,"Female","USA",4.8,31,51.4,17,49,2.3,6,64.8,26.5,2029,"0"
38,"Female","France",3.1,9,52.7,7,16,5.2,1,0,12.1,1219,"0"
34,"Female","UK",9.2,22,43.4,15.6,68,5.4,5,44.8,18.6,3539,"0"
24,"Female","USA",1.1,27,40.5,24.7,39,5,3,61.6,36,1980,"0"
30,"Female","USA",1.5,18,43,13,9,13.1,5,32.2,23.5,1896,"0"
51,"Female","USA",3.7,14,35.9,15,3,7.3,5,27.6,27.9,2935,"0"
45,"Female","USA",4.7,28,50.3,32.5,4,0.2,6,57.4,39.6,4132,"0"
32,"Male","Germany",0.4,21,51.5,15,6,5.8,3,28.8,27.3,2342,"0"
47,"Female","France",1.5,8,50.7,8,22,0.1,3,30.3,16,2738,"0"
62,"Male","Australia",0.6,0,48.4,6,59,11.6,2,9.2,4.7,1144,"1"
41,"Male","USA",2.9,16,55.6,12,21,3.1,5,53.8,13.3,2517,"0"
55,"Male","Germany",1.6,8,56.4,14,81,1.8,6,41.6,18,4013,"0"
48,"Male","USA",4.2,16,73.4,15,15,2.6,7,22.4,25.2,1670,"0"
38,"Female","Japan",9.3,3,68.9,3,47,14,0,0,5,904,"1"
40,"Female","UK",2.5,6,84.7,11,52,9.2,0,67.4,19.8,1118,"1"
44,"Female","USA",4.3,3,44.4,10,74,2.3,3,53.2,15.3,0,"0"
29,"Male","USA",3.7,30,36.8,20,44,7.6,7,63.7,38.6,1896,"0"
18,"Female","Australia",2.5,11,54.4,13,1,8,1,27.6,10.3,1492,"0"
27,"Male","USA",10,5,48.4,17,6,11.5,4,26.9,20.3,3367,"0"
18,"Male","USA",2.7,6,84.2,8,14,3.7,0,0,18.6,1043,"0"
28,"Female","Germany",1.4,2,53.1,11,19,14.5,1,22.7,9.7,2388,"0"
18,"Female","Japan",1,29,8,41.6,31,4,4,27.6,44.9,4765,"0"
48,"Male","USA",2.6,7,57.9,7.8,28,5.6,0,0.8,20,736,"0"
23,"Female","Germany",0.9,18,47.8,22,21,5.8,6,27.6,18.6,4491,"0"
44,"Male","Canada",3.4,11,50.7,12,21,5.4,3,17.9,18.9,2828,"1"
47,"Male","USA",1.4,1,55.8,9,40,11.4,4,20.1,1.8,1327,"0"
46,"Male","Canada",2.8,21,16.4,26,14,5.4,4,46,39.6,2172,"0"
18,"Male","USA",8.2,19,40.4,16,2,5.4,3,37.1,34.1,4433,"0"
51,"Male","Australia",3.1,11,55.6,7,20,0.3,2,20.5,18.6,1984,"0"
43,"Female","USA",5.4,11,46.8,8,3,6.5,4,14.1,18.6,1896,"0"
47,"Female","USA",4.3,21,41.8,14.3,4,4.8,8,32.8,29.8,1177,"0"
59,"Female","UK",0.3,19,41,18.2,9,5.4,9,52.8,33.7,2302,"1"
38,"Female","France",3.3,19,29.7,24.7,38,0.5,10,51.1,37.3,2769,"0"
23,"Female","USA",0.4,11,58.4,27.3,23,1.5,1,31.7,28.4,3316,"1"
45,"Female","Canada",4.9,11,49.5,15.6,5,2.5,2,54.5,25.9,2089,"1"
19,"Female","Germany",3.3,27,54,15,1,12.9,4,39.6,34.9,3960,"0"
37,"Female","USA",4.4,0,75,10,57,5,5,27.6,18.3,2213,"0"
31,"Female","Germany",1.2,30,7.6,37.7,1,13.4,7,92.2,43.6,1896,"1"
38,"Male","Japan",4.6,19,57,20.8,77,1.8,0,30.9,17.8,2309,"0"
19,"Male","Canada",1,3,79.5,4,11,4.2,1,10.8,4.6,1896,"1"
21,"Male","USA",0.3,20,3.7,27,20,4.3,9,63.4,35.8,1896,"1"
32,"Female","Germany",2.3,8,117.224302396901,5,3,8.1,4,27.6,15.7,3380,"0"
35,"Female","Japan",1.4,15,48.9,13,21,5.4,4,27.6,22.5,2387,"0"
32,"Female","France",1.9,23,42.3,19,35,2.4,3,40.1,19.6,1195,"0"
55,"Male","USA",5.1,0,71.1,4,9,6.5,0,2.8,18.6,46,"1"
43,"Female","UK",1.6,5,57,11,54,9.2,3,4.2,19.9,1896,"0"
42,"Female","USA",0.4,1,78.4,6.5,2,6.7,1,31.4,18.6,0,"0"
33,"Male","UK",3,25,36.5,32.5,152,0.9,6,33.3,40,2694,"0"
21,"Male","USA",1.7,7,70,15.6,96,4.7,3,33.8,23.9,1896,"1"
37,"Female","Canada",3.1,10,67.3,6.5,51,9.6,0,21.8,13.8,1768,"1"
59,"Male","USA",2.7,3,60.9,15.6,34,4.4,2,28.7,18.6,1896,"1"
40,"Male","Japan",3.4,7,64.9,10.4,7,2.4,2,0,20.8,1405,"0"
51,"Male","UK",0.5,19,58.4,15.6,7,9.9,0,25.9,19.2,1832,"0"
52,"Other","Canada",1.4,17,48.6,22,1,4,3,50.1,27,2569,"1"
44,"Male","Japan",4.2,3,63.8,13,23,17.4,3,26,19.3,1960,"0"
40,"Male","USA",1.6,0,77.2,5,5,27.8,1,27.6,9.7,499,"1"
26,"Female","UK",5.5,20,41.3,14,15,5.4,5,39.1,15.2,3313,"1"
35,"Male","Australia",2.8,3,59.9,10,8,3.2,2,24.1,18.1,622,"0"
33,"Female","USA",4.6,7,71.6,9,21,12.1,2,4,19.1,510,"1"
41,"Female","USA",0.4,0,75.2,9,59,2.3,0,27.6,7.5,817,"1"
21,"Female","UK",1.1,10,68.9,9,7,13.1,8,34.7,22.8,1613,"0"
31,"Male","Canada",4.2,19,49.1,16.9,105,4.1,4,14.1,28.4,2223,"1"
42,"Female","Australia",0.2,9,56,11,59,9.8,2,46.3,9.5,1263,"0"
29,"Male","France",0.4,30,50.1,21,30,5.4,4,58.1,28.4,1990,"0"
27,"Male","Germany",2.6,35,30.6,26,47,1.8,9,75.7,44.2,3798,"0"
28,"Male","UK",1.7,8,51.8,15,91,15,4,47.9,18.5,2380,"0"
34,"Male","Japan",1.4,3,46.7,16,37,13,4,36.1,21.4,1497,"0"
18,"Female","Australia",1.9,17,41.4,26,4,1.6,3,49.7,36.2,3094,"0"
29,"Male","UK",1.6,3,51.4,10,8,3.8,0,35.6,10.5,2416,"0"
49,"Male","USA",5.3,5,27.7,11,15,3.6,2,38.6,16.6,1896,"0"
41,"Male","USA",2.7,12,44.9,15,0,4.2,4,49.3,17.3,1914,"0"
43,"Female","UK",1,0,63.4,11.7,11,2.8,0,19.7,18.8,946,"0"
18,"Male","USA",8.8,6,54.6,11,117,2.5,2,49.9,21.7,1896,"0"
33,"Male","USA",3,16,69,12,37,8.8,3,43.1,20.5,2017,"1"
36,"Female","USA",1.7,16,49.3,18.2,49,9.1,5,52.4,18.6,2959,"0"
43,"Female","USA",1,14,31.1,18,39,5.4,6,60.3,26.2,3848,"1"
51,"Female","USA",3.1,2,77.9,5,7,5.4,1,1.7,14.5,525,"0"
49,"Female","France",2,3,57.7,11,1,9.3,1,22.2,16.6,1179,"0"
30,"Female","USA",2,2,77.1,5,38,15,2,0,13.7,204,"1"
31,"Female","Germany",5.6,20,26.7,18,9,5.4,3,35.6,32.8,3601,"0"
54,"Male","India",9.4,16,46.7,14,51,8.6,1,22.9,22.1,1896,"0"
33,"Female","UK",1.1,0,80.8,1,32,1.6,0,0,0,745,"1"
25,"Female","France",2.7,8,74.3,8,21,6.3,1,18.2,19.7,2607,"0"
38,"Female","India",2.6,2,60.5,9,42,5.4,2,14.1,23.8,2383,"0"
54,"Male","Canada",0.4,12,58.9,15.6,21,0.7,2,27.6,19.5,1139,"1"
27,"Female","USA",1.4,1,66.4,5,21,7,1,19.8,10.3,2794,"0"
32,"Female","USA",4,17,37.8,13,16,0.6,2,17.6,26.9,3039,"0"
27,"Female","UK",1.2,22,45.5,15,8,7.1,6,71.4,29.9,2278,"0"
49,"Female","USA",2.8,22,37.7,13,0,2.1,2,35.1,30.4,1896,"0"
41,"Female","Australia",1.8,14,45.3,26,10,4.3,6,46.6,32.3,3527,"1"
49,"Male","France",5,9,72.3,15.6,35,6.9,3,30,18.6,3144,"1"
56,"Female","France",6.6,18,52.4,10,129,9.4,3,31.5,22.7,2745,"0"
19,"Male","USA",2.7,23,30.5,18,103,12.2,2,61.9,18.6,1896,"0"
28,"Female","Germany",0.7,16,46.1,15,32,19,2,27.6,23.1,2040,"1"
32,"Male","USA",2.8,6,71.1,11.7,55,7.4,2,49.8,17.5,1896,"0"
38,"Male","UK",3,11,61.1,9.1,9,8.4,1,6.7,12.5,1896,"0"
44,"Male","Japan",3.8,20,55.2,12,2,10.9,4,9.1,14.1,1896,"0"
32,"Female","USA",3.6,22,35.6,14,0,2.9,9,21,29.1,2366,"0"
29,"Female","Germany",8,15,61.6,15.6,2,4.5,2,47.9,23.8,1896,"1"
49,"Female","India",7.7,15,63.8,8,32,5.4,1,16.5,13.6,3172,"0"
44,"Male","USA",4.7,9,60.6,9,38,3.5,3,27.6,18.3,819,"0"
41,"Male","Germany",2.3,14,51.1,16,42,12.1,5,44.4,22.6,1896,"0"
18,"Female","Canada",0.2,6,71.3,7,8,9.4,0,0,9.8,1639,"1"
52,"Female","Canada",4.8,14,57,20.8,2,8.1,3,32.9,27.9,2125,"0"
40,"Female","USA",5,12,66.6,20,53,2.8,3,43.6,17.4,1896,"0"
36,"Male","France",0.9,1,62.9,9,133,0.5,5,2.6,19.7,0,"1"
28,"Other","Australia",6.4,13,72.4,6,38,4.2,4,27.6,20.3,762,"0"
30,"Male","USA",6.7,25,24,25,12,7.9,8,54.4,29.5,3499,"0"
27,"Female","USA",10,13,62,14,24,0.7,3,50.3,22.3,2210,"0"
18,"Male","Japan",1.1,20,39.3,16,31,3.1,7,27.6,31.5,2566,"1"
28,"Female","Australia",1.1,0,69.2,7,21,3.2,1,1.6,18.6,192,"1"
18,"Male","India",5.7,2,66.6,6,28,5.4,2,11,13.5,209,"0"
37,"Male","USA",2.1,11,57.8,13,1,5.3,6,69.4,31.7,3241,"0"
24,"Female","Australia",4.9,8,68.5,10.4,0,8.7,2,56.4,26.3,1557,"0"
46,"Male","Australia",1,21,37.9,23.4,1,1.2,5,41.7,19.5,651,"0"
18,"Male","UK",2.3,0,70.5,10,21,3,2,53.7,0,1007,"1"
52,"Male","UK",2.9,15,45.7,12,1,2.1,5,27.6,18.6,2627,"0"
48,"Female","UK",2.3,0,50.4,8,21,4.5,2,26.4,19.2,860,"0"
25,"Male","Canada",0.4,1,36.2,11,25,6.7,1,48.5,16.3,1511,"0"
36,"Female","Canada",2.4,0,75.2,9,42,11.7,1,50,10.4,2348,"1"
27,"Male","Australia",0.7,6,80,8,2,2.3,2,33.1,8,1868,"0"
44,"Male","UK",1.9,23,31.9,20,3,2,5,36.6,43.4,2096,"1"
59,"Male","USA",6.3,4,72.4,3.9,55,1.2,2,7.1,6.6,1896,"1"
52,"Female","USA",3.3,12,51.8,7.8,2,10.8,2,40.9,17.8,1597,"0"
29,"Male","Germany",5.7,7,59.9,11,105,1.6,1,30.5,19.2,2042,"0"
39,"Female","Australia",2.4,13,72.5,18.2,92,13.9,3,22.7,18.4,1936,"0"
56,"Male","USA",1.9,12,45.5,8,13,2,0,33.7,18.6,2069,"0"
44,"Female","France",0.6,12,55.3,15,52,6,6,33.5,32.7,3284,"0"
50,"Male","UK",0.5,12,52.3,26,4,2.3,5,16.8,22.9,2174,"0"
45,"Male","USA",6.5,13,80.4,11,58,1.1,4,39.2,25,266,"0"
38,"Female","USA",2.8,13,61.1,10,35,6.4,0,9.7,24.7,1896,"0"
37,"Female","USA",3,19,50.6,24.7,35,3.1,10,67.5,26.9,3269,"0"
38,"Female","Germany",4.4,24,38.2,12,5,7.9,5,27.6,24.1,2960,"1"
28,"Female","Australia",6.5,1,60.1,6,20,6.6,1,33.9,9.2,1257,"0"
27,"Female","USA",2.8,6,80.9,5,10,2.9,0,0,18.6,1217,"0"
33,"Female","USA",2.1,6,74.6,3,27,12.6,2,14.5,18.6,974,"1"
39,"Male","India",2.3,13,50,7,59,4.1,4,16.1,20.4,0,"0"
36,"Male","Germany",2.2,12,65.3,12,8,5.4,2,12.7,21,1914,"0"
40,"Male","USA",0.5,3,71.7,8,23,2.8,1,10.2,10.7,0,"0"
45,"Male","Canada",0.3,16,41.5,10,29,0.1,0,9.2,23.3,1449,"0"
33,"Male","USA",4.1,37,26,24,9,5.4,5,92.5,40.6,1896,"0"
46,"Female","USA",1.5,0,84.3,4,41,2.5,0,0,15.5,210,"1"
38,"Female","USA",1.4,0,81.9,6,15,7.1,2,14.7,8.1,2103,"1"
42,"Male","France",5.1,1,80.5,1,11,5.4,1,0,3.5,163,"1"
31,"Female","UK",4.6,8,58.3,12,22,8.3,4,22.6,12.6,455,"0"
49,"Male","Australia",0.6,7,54,14,34,2.2,1,19.8,20.1,1940,"0"
43,"Female","Australia",0.6,17,48,13,45,11.6,8,36.2,33.2,2852,"0"
45,"Male","USA",0.9,25,50.7,22,39,9.3,3,38.4,22.6,1896,"0"
56,"Female","Canada",2.7,9,54.5,17,11,2.9,0,19.1,25.4,3361,"0"
46,"Male","USA",4,6,77.8,12,27,4.5,3,63.6,13.7,0,"0"
56,"Male","India",0.1,11,51.1,18,12,3.8,4,27.6,20.1,1903,"0"
36,"Female","Japan",3.6,1,59.8,11,14,0.3,2,0,14.4,2875,"1"
32,"Female","USA",0.8,11,57.7,14,12,6.8,4,46.9,23.2,4454,"0"
38,"Male","USA",1.5,16,41.6,22,4,5.2,2,55.2,24.2,4912,"0"
26,"Female","USA",3.2,14,79.6,7.8,10,8.2,0,18.1,7.5,1896,"1"
60,"Male","India",6.8,10,63.3,6.5,111,8.2,1,5.2,3.3,1896,"1"
53,"Male","UK",3.1,5,70.2,23,50,4,2,18,5.3,1603,"0"
39,"Male","USA",1.6,4,55,11,24,5.4,2,25.1,3.4,1822,"0"
52,"Female","USA",2,6,59.8,8,35,5,2,6.9,8.3,2053,"0"
45,"Female","UK",3.6,18,61,13,19,1.2,4,18.3,24.2,1950,"0"
22,"Female","Japan",1,3,50.6,14.3,63,9.7,3,5.3,17.1,1577,"1"
38,"Female","India",4.5,5,60.7,11,2,1.7,2,27.6,17.7,2652,"1"
41,"Female","UK",1.1,11,67.3,13,67,3.8,2,34.4,18,2649,"0"
39,"Male","Australia",2.7,20,41.9,19.5,98,14.4,1,42.9,26.4,1891,"0"
53,"Female","USA",1.2,17,43.8,15,21,4.1,8,34.8,40.7,2174,"1"
41,"Female","Canada",2.4,21,38.5,16,30,6.4,5,35.4,23.6,3171,"0"
22,"Female","France",1.1,19,47.9,16,15,4.4,2,27.6,24.1,3357,"1"
31,"Male","USA",3,15,50,11,22,7.5,2,7.5,12.6,1896,"0"
46,"Other","Canada",1.9,0,83.6,6,29,12.8,1,27.6,13.1,2860,"1"
18,"Female","USA",0.4,26,34.2,22,28,18.6,5,27.6,36.3,4078,"0"
21,"Female","France",3.2,10,57.5,7,21,11.2,5,27.6,12.9,1896,"0"
33,"Female","Australia",3.8,7,38.6,19.5,41,4,5,27.6,23.6,1120,"0"
49,"Male","USA",2,0,48.9,6,27,2.3,2,27.5,13.4,334,"0"
35,"Male","France",7.7,4,56.8,12,4,17.9,3,0,22.8,2201,"0"
43,"Female","Germany",3.1,6,74.4,1,40,16.1,0,0,7.6,796,"1"
38,"Female","Japan",1.2,4,61.8,9,38,4.9,0,0,10.3,1257,"0"
36,"Male","UK",5.1,16,45.2,11,25,3.1,6,63.4,16.6,2519,"0"
30,"Female","UK",3.2,14,52.6,17,6,11.6,3,27.6,23.4,2929,"0"
48,"Male","Canada",7.9,15,58.9,11.7,35,13.7,1,34.5,12.5,2085,"0"
22,"Female","France",9.1,17,58.9,10.4,72,5.4,1,25.2,19.7,1742,"1"
35,"Male","UK",4,16,36.9,19,21,1.3,5,35.9,22.6,3531,"1"
51,"Female","USA",0.1,21,20.1,27,4,0.8,4,66.3,26.5,1896,"1"
28,"Female","Australia",3.5,7,56.5,24.7,30,3.7,4,28.3,18.6,1331,"0"
19,"Female","USA",2.4,7,59.8,10,23,1.7,4,32.4,16.7,1896,"1"
18,"Female","USA",2.3,16,39.9,16,38,5.4,8,39.7,24.7,3880,"0"
45,"Male","UK",0.7,9,68.8,6,21,2.3,2,27.6,12.9,696,"0"
46,"Female","Canada",1.2,7,52.1,18.2,109,3.5,3,35.6,19.4,2133,"1"
33,"Male","Australia",1.8,12,52.1,4,4,0.1,3,27.6,18.6,1331,"0"
22,"Female","USA",7.4,10,54.1,12,38,7.5,2,27.6,27.4,2382,"0"
36,"Male","USA",1.6,13,42.6,14,22,3.3,7,52.6,32.9,3969,"0"
52,"Female","Japan",1.7,7,76.6,3,10,8.4,0,27.6,12.1,0,"1"
22,"Female","France",1.6,14,42.1,19,79,0.3,6,50.6,21.4,2921,"1"
50,"Male","UK",1.8,14,57.2,19.5,86,6.8,2,45.1,18.6,1896,"0"
18,"Male","France",1.2,2,66.1,9,4,7.3,3,32.6,18.3,2985,"0"
24,"Male","USA",0.3,9,53.2,15,36,4.4,3,25.8,20.1,2095,"1"
39,"Female","USA",2.3,13,58.3,23,2,14.2,1,18.7,19,1046,"1"
49,"Male","UK",1.7,13,51.5,24.7,62,0.1,4,33.4,11.1,2087,"1"
55,"Male","Australia",5.9,26,44.9,24.7,8,7.9,8,50,26.9,3413,"0"
49,"Male","USA",3.9,7,65.6,20,5,8.5,1,1.6,10.7,0,"1"
56,"Male","USA",0.4,3,73.8,6.5,136,2.8,1,13.8,2.3,614,"1"
40,"Male","Canada",0.1,1,71.5,6,2,1.5,4,27.6,16,337,"0"
30,"Male","Japan",0.9,11,49,14,77,0.7,3,28.2,17,1559,"1"
52,"Female","USA",2.7,0,69.2,8,43,6.7,0,27.6,2.9,2357,"1"
38,"Other","Canada",6,20,30.1,17,44,4.8,9,15.1,28.5,2695,"0"
49,"Female","France",4.8,0,78.8,6,19,5.4,1,0,14.3,0,"1"
45,"Female","UK",1,6,55.5,7,42,4.7,2,13.1,17.5,2079,"0"
54,"Male","USA",3.4,13,45.7,19,33,3.5,7,19.8,25.9,1355,"1"
42,"Male","Germany",2.6,21,42.8,20,10,1.8,6,27.6,34.6,3051,"0"
37,"Male","UK",2.7,15,37.9,19,47,2.2,4,60.6,18.6,1896,"0"
46,"Male","India",7.5,16,49.7,17,21,6,0,30.4,20.8,1896,"0"
43,"Male","USA",2.4,11,57.3,6,29,11.1,3,27.6,4.6,0,"0"
48,"Female","UK",9,11,55.8,16,19,7.4,5,20.5,21.9,3251,"0"
36,"Female","USA",1.2,22,35.5,27,15,1.6,5,22.5,18.6,2880,"1"
48,"Female","USA",1.7,4,68,11,45,8.6,4,24.9,15.5,1741,"0"
48,"Female","UK",2.6,2,68.6,5,37,6.9,0,27.6,7.7,125,"0"
40,"Female","UK",4.7,17,50.1,20.8,33,11.4,2,4.1,18.2,820,"1"
28,"Male","USA",1.9,17,51,16,29,7.4,7,60.4,22,2418,"1"
52,"Male","USA",3.9,14,56.1,11,44,15.8,1,24.5,15.2,1020,"0"
23,"Other","Canada",1.1,15,67.7,20,32,12.8,3,19.3,21.8,2074,"1"
26,"Female","India",2,3,52.9,9.1,28,7.3,0,32.8,15,0,"0"
40,"Female","USA",3.2,20,40.3,21,36,5.4,6,44.8,35.9,1896,"0"
38,"Female","USA",3,18,17.8,26,3,3.7,6,79.2,21.7,2558,"0"
38,"Female","Germany",0.6,5,68,7,3,10.9,0,34.6,17.1,1080,"1"
38,"Male","France",3.6,4,76.1,7,22,1.5,1,42.9,6.8,995,"0"
56,"Female","India",2,16,50,11,105,12,3,27.6,18.6,922,"0"
59,"Male","USA",3.2,18,54.4,11,18,15.6,1,31.4,20.9,1514,"0"
36,"Male","USA",1.4,22,25.5,15,37,7.1,7,57.8,29.2,2190,"0"
54,"Male","Canada",0.8,15,73,18.2,17,7.8,2,40.1,16.2,2502,"0"
25,"Male","USA",4.5,9,48,13,87,7.8,8,13,27,1896,"1"
43,"Female","USA",0.5,7,78.8,2,9,8.7,0,0,9.1,0,"1"
32,"Female","UK",0.3,0,76.5,3,128,2.6,0,4.6,0.8,318,"1"
46,"Male","USA",1.5,24,56.9,14,11,10.6,4,27.9,20.5,2996,"0"
48,"Male","USA",1.1,29,40.9,19,21,5.2,8,27.6,26.3,2592,"0"
36,"Male","France",0.2,13,46.4,10,9,5.6,3,15.2,15.8,0,"0"
44,"Male","Australia",1.5,3,68.1,10,0,5.6,1,0,7.5,654,"0"
49,"Male","Japan",7,16,53.7,7,2,0.7,4,56.4,18.6,1896,"0"
38,"Female","USA",3.5,10,58.2,8,16,8.2,0,27.6,12.6,1896,"1"
68,"Male","Australia",2.5,6,79,10.4,8,4,2,27.6,18.6,0,"0"
36,"Female","USA",0.1,21,70.2,9,28,5.4,6,28.4,18.6,2194,"0"
57,"Female","UK",4.1,7,61.8,11,23,1.1,1,27.6,12.7,1414,"1"
51,"Male","USA",6.9,14,68.3,6,50,1.3,1,26.2,9.9,1585,"1"
18,"Female","USA",4.5,5,57,8,67,1.6,1,0,1.8,2964,"1"
55,"Male","USA",1.6,15,18.4,15,55,19.1,4,37.9,28.2,2766,"0"
50,"Female","UK",2.8,8,74.3,5,10,8.4,0,12.4,11.8,1396,"0"
39,"Male","UK",1.2,14,76.8,9.1,50,3.4,3,16.3,12.4,0,"0"
42,"Male","UK",3.3,8,63,9,43,7.7,2,0,19.8,2021,"0"
43,"Female","USA",1.8,0,65.3,9.1,30,9.2,2,37.4,14.3,1711,"0"
54,"Female","Australia",1,14,51.3,15,9,8.8,3,26,14.5,1921,"0"
33,"Male","USA",4.7,9,57.2,15,69,13.3,3,39.5,19.4,1269,"0"
57,"Male","France",0.5,25,37.5,27,8,8.8,2,45.3,28,4186,"0"
24,"Male","India",2.6,12,47.7,15,6,14.8,2,4,20.2,1029,"0"
18,"Male","USA",2.5,22,33.3,19,2,0.7,6,68.5,28.4,1896,"0"
45,"Male","Germany",2.8,7,58.4,10,4,6.5,2,25.4,20.3,1896,"0"
53,"Male","France",2.2,7,63.3,10,29,3.4,5,19.5,21.4,2993,"0"
35,"Female","UK",6.1,4,77.2,5,36,9.8,0,9.5,3.1,2128,"1"
18,"Female","UK",3.5,5,42.5,9,20,0.2,3,27.5,22.3,1793,"0"
20,"Male","USA",2.3,21,61.7,12,38,2.5,2,9.5,16.7,219,"0"
43,"Female","USA",3.8,23,31.4,17,2,12.1,6,62.8,26.6,5135,"0"
37,"Female","Canada",2.2,10,67.8,9,0,17.8,6,38.6,17.1,0,"0"
53,"Female","USA",2.8,13,72,8,6,8.6,0,22.3,15.9,1415,"0"
38,"Male","USA",2.9,12,72.4,14,2,3.7,6,24.3,16.3,1976,"0"
29,"Male","UK",1.9,20,49.4,23.4,72,1.9,5,43.2,33.8,2497,"0"
41,"Female","Germany",7.4,12,63.8,20,42,6.1,2,67.1,29.4,2356,"1"
50,"Female","Canada",0.412742149662498,34,35.4,72,9,86.5501572955955,2,100,40,4677,"0"
